index,paper_id,title,year,pdf_link,extracted_method,extracted_datasets,extracted_metrics,extracted_results,extracted_novelty,extracted_limitations,evidence_pages,evidence_spans,eval_datasets_accurate (Yes/No/Partial),eval_metrics_accurate (Yes/No/Partial),eval_results_accurate (Yes/No/Partial),eval_attribution_correct (OWN/CITED/MIXED),eval_novelty_soundness (1-5),eval_hallucination_flag (Yes/No),eval_notes
27,dd18782960f9ee4c66b79e1518b342ad3f8d19e7,WizardMath: Empowering Mathematical Reasoning for Large Language Models via Reinforced Evol-Instruct,2023,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/dd18782960f9ee4c66b79e1518b342ad3f8d19e7.pdf,"The method builds on the Evol-Instruct framework, adapting it specifically for mathematical reasoning through Math-Evol, incorporating both downward and upward evolution turns to control instruction complexity and diversity. The authors apply supervised fine-tuning (SFT) using generated math instructions based on open-source base models like Mistral-7B and Qwen2.5. They subsequently employ reinforcement learning via Proximal Policy Optimization (PPO), evaluating the effects of Process Reward Models (PRM) versus Outcome Reward Models (ORM) to guide policy training. They test various configurations of reward models and verifiers using multi-sample outputs, and analyze the impact of leveraging advanced open-source models (such as Llama-3.1-405B-Instruct) for PRM training data labeling.",GSM8k; MATH; MWPBENCH; AGIEval,pass@1 (%),,"The introduction of Reinforced Evol-Instruct, a novel framework that combines evolutionary instruction generation (Math-Evol) with reinforcement learning guided by Process Reward Models to systematically bootstrap and enhance the mathematical reasoning capabilities of large language models.",Not stated,"p36, p1, p37, p7, p20","[datasets @ p.p20] Example 3: GSM8k Evol Instruction Case || [datasets @ p.p1] WizardMath: EMPOWERING MATHEMATICAL REASON- || [datasets @ p.p36] WizardMath demonstrates outstanding performance across a wide range of model scales, from 100M to 1B and 70B parameters, on the benchmarks such as GSM8k, MATH, and out-of- distribution (OOD) tasks like MWPBench(Tang et al., 2024). || [datasets @ p.p37] “AGIE” stands for AGIEval.",,,,,,,
28,acc0d4434735e7385c54ae352fe6f4d9177b6c4f,UGPhysics: A Comprehensive Benchmark for Undergraduate Physics Reasoning with Large Language Models,2025,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/acc0d4434735e7385c54ae352fe6f4d9177b6c4f.pdf,"The study develops the UGPhysics benchmark, encompassing a diverse set of undergraduate physics problems paired with the MARJ evaluation framework. The authors design evaluation prompts containing problem statements, complete solutions, and final answers to assess both single-answer correctness and fine-grained physics reasoning skills. They evaluate a selection of large language models across multiple physics sub-disciplines and reasoning categories. The experimental setup utilizes standardized zero-shot or few-shot prompting alongside automated and manual annotation of error types and reasoning skills.",,,,"The introduction of UGPhysics as a comprehensive, specialized benchmark specifically targeting undergraduate physics reasoning, coupled with the MARJ evaluation framework for dissecting specific physics reasoning skills and error modes.","The reliance on static benchmark problems may not fully capture dynamic problem-solving or iterative reasoning processes. Additionally, the evaluation prompts and automated parsing methods may be sensitive to prompt formatting variations.",p6,"[metrics @ p.p6] As shown in Figure 2a, the average overall accuracy of eight strong LLMs reveals that they perform particularly well in Semi- conductor Physics (31.0%) and Atomic Physics (26.7%).",,,,,,,
29,7f6edb8a587d7cf5bbf44a3d48b174dbd89a48c3,Fast-Slow Thinking GRPO for Large Vision-Language Model Reasoning,2025,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/7f6edb8a587d7cf5bbf44a3d48b174dbd89a48c3.pdf,"The study employs the Group Relative Policy Optimization (GRPO) algorithm tailored for fast-slow thinking mechanics within large vision-language models, specifically building upon foundations like Qwen2.5-VL-7B. The experimental design evaluates performance across the Geometry 3K, MathVista, MathVision, and MathVerse datasets, testing various difficulty levels and training sample configurations. The authors investigate ablation variants, slow-to-fast sampling effects, and supervised fine-tuning (SFT) versus GRPO comparisons. All primary results report accuracy and response length with standard deviations derived from 5 independent runs using a fixed temperature of 0.1, with statistical significance determined at p<0.05.",Geometry 3K test set; MathVista; MathVision; MathVerse,Accuracy (Acc.),,"The core contribution is the Fast-Slow Thinking GRPO framework, which operationalizes dual-process cognitive theory within large vision-language models to optimize both reasoning accuracy and response length through group relative policy optimization.",Not stated,"p20, p6, p7, p9","[datasets @ p.p9] Middle: Test set results with different difficulty level training split comparisons on Geometry 3K. || [datasets @ p.p6] First, FAST achieves state-of-the-art results on MathVista with 73.8 and MathVerse with 50.6, outperforming leading-edge closed-source LVLMs like GPT-4o. || [datasets @ p.p20] Table 13 compares the two schedules under identical training settings on MATHVISTA, MATHVISION, and MATHVERSE. || [datasets @ p.p6] widely used multimodal benchmarks: (1) Math- Vision [40], (2) MathVerse [41], (3) Math- Vista [42], (4) MM-Math [43], (5) WeMath [44], (6) DynaMath [45], and (7) MM-Vet [46].",,,,,,,
30,547c2cc8d45c22eaba7c7eb34d4e11a7d95a9cff,Advancing Spatial Reasoning in Large Language Models: An In-Depth Evaluation and Enhancement Using the StepGame Benchmark,2024,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/547c2cc8d45c22eaba7c7eb34d4e11a7d95a9cff.pdf,"The authors evaluate GPT models on the StepGame benchmark utilizing a clean 10-shot prompting setting across varying test set sizes (30, 100, and 1,000 examples) and complexity levels ranging from $k=1$ to $k=10$ hops. They audit the StepGame dataset by examining 214 relation-to-sentence mapping templates and tracking error rates across different relationship mappings. The evaluation measures relation extraction performance and overall accuracy, comparing baseline GPT models against proposed improved methods on a revised, error-corrected version of the dataset.",StepGame,Accuracy,,"The paper claims novelty in providing an in-depth evaluation and identification of mapping errors within the StepGame benchmark, demonstrating how crowd-sourcing quality control issues and test scale significantly impact the assessment of spatial reasoning in large language models.","The dataset exhibits crowd-sourcing quality control issues resulting in erroneous sentence templates, which limits the initial fidelity of the evaluation. Furthermore, smaller test sets produce high variance and unreliability, restricting robust conclusions unless scaled to 1,000 examples.","p1, p6","[datasets @ p.p1] and Enhancement Using the StepGame Benchmark || [metrics @ p.p6] The num- bers in the table indicate accuracy scores, with higher values indicating better performance.",,,,,,,
31,6c5bf3393b57497e1bc64c7d3bffa3cf01f7620a,Medical Large Language Model Benchmarks Should Prioritize Construct Validity,2025,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/6c5bf3393b57497e1bc64c7d3bffa3cf01f7620a.pdf,"The paper presents a conceptual and analytical argument examining current benchmark usage and evaluation data sources within medical machine learning. The authors analyze the structural limitations of existing evaluation datasets, such as MedQA, by evaluating their predictive validity and alignment with psychometric principles. No primary human or computational experiments were conducted; instead, the methodology relies on a theoretical critique and a proposal to import psychometric validation frameworks—specifically construct validity—into machine learning benchmarking.",MedQA,,,"The introduction of a psychometrically grounded framework for machine learning benchmarking, specifically arguing that medical LLM benchmarks must prioritize construct validity to ensure they genuinely capture real-world clinical phenomena.","The paper does not provide empirical validation through new data collection or large-scale computational experiments, remaining primarily a position and conceptual paper. It focuses on medical benchmarks as a starting point, leaving the generalizability of the proposed framework to other domains as an open question.",p12,"[datasets @ p.p12] • Public Benchmark: If the paper used a publicly available dataset for LLM evaluation (e.g., PubMedQA, MedQA, MultiMedQA, MMLU, i2b2, n2c2, BC5CDR, or other established biomedical NLP benchmarks), the specific benchmark was recorded in the dataset. || [metrics @ p.p12] Left: Impact of Number of Answer Chouces in MedQA on Accuracy",,,,,,,
32,d2a01f9b2a565070ce64ff38eb7cdc26f3ed992a,Self-Discover: Large Language Models Self-Compose Reasoning Structures,2024,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/d2a01f9b2a565070ce64ff38eb7cdc26f3ed992a.pdf,"The method implements a two-stage framework: Stage 1 performs task-level self-discovery of reasoning structures using three meta-prompting actions (Select, Adapt, and Implement), while Stage 2 executes the discovered structure for problem-solving. The framework utilizes a pool of 39 atomic reasoning modules adopted from cognitive heuristics and problem-solving literature. During Stage 1, the LLM analyzes task descriptions to select relevant modules, adapts them into concrete execution steps, and formats them into a structured reasoning blueprint. In Stage 2, this constructed structure guides the model in solving individual problem instances.",BIG-Bench Hard,,,"The core contribution is SELF-DISCOVER, a novel framework enabling LLMs to self-compose intrinsic reasoning structures by selecting, adapting, and structuring atomic cognitive heuristics, shifting prompt engineering from static template application to dynamic meta-reasoning.","The authors do not explicitly enumerate deep limitations in the provided excerpt, but potential constraints include the computational overhead of the two-stage meta-prompting process and reliance on the initial pool of 39 predefined reasoning modules. Generalizability to real-time or streaming applications where multi-step prompting latency is prohibitive is also implicitly constrained.","p4, p3, p6","[datasets @ p.p3] We focus on diverse reasoning benchmarks that are still challenging for LLMs: BIG-Bench Hard (BBH) (Suzgun || [metrics @ p.p4] For evaluations, we use accuracy to measure the model performance on BBH, T4D and MATH (details can be found in Appendix B). || [metrics @ p.p6] Average Accuracy",,,,,,,
33,809f3fcc76fc83398a1bbd1a67befbd5a93d5965,1.4 Million Open-Source Distilled Reasoning Dataset to Empower Large Language Model Training,2025,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/809f3fcc76fc83398a1bbd1a67befbd5a93d5965.pdf,"The authors constructed and analyzed a 1.4 million entry dataset comprising distilled reasoning data. They categorized the entries by task types including Math (29.3%), Coding (24.3%), Information Seeking (22.2%), Reasoning (10.4%), Planning (2.3%), Creative Writing (2.2%), and other combined categories (9.3%). Data entries were classified by difficulty levels into Medium (51.8%), Hard (25.7%), Easy (11.2%), Very Hard (6.5%), and Very Easy (4.7%). Furthermore, the dataset was structured with reference answers (38.9%), test cases (21.9%), or neither (39.2%), and evaluated using models like AM-Distill-Qwen-32B and AM-Distill-Qwen-72B compared against baseline models.",1.4 Million Open-Source Distilled Reasoning Dataset,AIME2024,,"The release of a 1.4-million open-source distilled reasoning dataset that systematically covers diverse task categories, structural verification elements like test cases, and multi-tier difficulty ratings to empower large language model training.",Not stated,p1,"[datasets @ p.p1] 1.4 Million Open-Source Distilled Reasoning Dataset to Empower || [metrics @ p.p1] The AM-Distill-Qwen-32B model, which was trained through only simple Supervised Fine-Tuning (SFT) using this batch of data, outper- formed the DeepSeek-R1-Distill-Qwen-32B model on four benchmarks: AIME2024, MATH-500, GPQA- Diamond, and LiveCodeBench.",,,,,,,
34,6052486bc9144dc1730c12bf35323af3792a1fd0,Large language models encode clinical knowledge,2022,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/6052486bc9144dc1730c12bf35323af3792a1fd0.pdf,"The researchers evaluated the Flan-PaLM 540B model using chain-of-thought (COT) prompting—where few-shot examples are augmented with step-by-step reasoning breakdowns—and self-consistency decoding with a temperature of 0.7 to sample multiple outputs and take a majority vote. For uncertainty estimation, they performed a selective prediction task using 41 decodes from Flan-PaLM, utilizing the number of decodes matching a given answer as a confidence proxy to withhold answers at varying deferral thresholds. They also evaluated instruction prompt-tuned variants (Med-PaLM) on long-form consumer queries, assessing rates of omitted information and conducting lay user evaluations.",MedQA; MedMCQA; PubMedQA; MMLU,Multiple-choice question accuracy; Deferring fraction / selective prediction accuracy,,"The introduction of MultiMedQA as a comprehensive evaluation benchmark combining multiple-choice and long-form medical datasets, along with the demonstration that chain-of-thought prompting and self-consistency decoding elicit emergent clinical reasoning and uncertainty calibration in large language models.","The authors note that uncertainty measures over LLM output sequences remain an open area of research requiring more investigation beyond their preliminary selective prediction analysis. They also explicitly state that considerable work remains to be done to approximate the quality, safety, and alignment of outputs provided by human clinicians, and that participatory methods and technical bias evaluations are still needed.","body/sec[2]/sec[2]/p[1], body/sec[3]/sec[6]/p[2], body/sec[2]/p[1], body/sec[2]/sec[4]/p[1]","[datasets @ p.body/sec[2]/p[1]] 2Comparison of our method and prior state of the art.Our Flan-PaLM 540B model exceeds the previous state-of-the-art performance (SOTA) on MedQA (four options), MedMCQA and PubMedQA datasets. || [datasets @ p.body/sec[2]/p[1]] 2Comparison of our method and prior state of the art.Our Flan-PaLM 540B model exceeds the previous state-of-the-art performance (SOTA) on MedQA (four options), MedMCQA and PubMedQA datasets. || [datasets @ p.body/sec[2]/p[1]] 2Comparison of our method and prior state of the art.Our Flan-PaLM 540B model exceeds the previous state-of-the-art performance (SOTA) on MedQA (four options), MedMCQA and PubMedQA datasets. || [datasets @ p.body/sec[2]/sec[4]/p[1]] The MMLU dataset contains multiple-choice questions from several clinical knowledge, medicine and biology-related topics.",,,,,,,
35,1122b654f8b47c1aa9c04ff6bbe7561c798e2ad0,Reinforcement Learning for Reasoning in Large Language Models with One Training Example,2025,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/1122b654f8b47c1aa9c04ff6bbe7561c798e2ad0.pdf,"The study utilizes the Qwen2.5-Math-1.5B base model and applies Reinforcement Learning with Verifiable Rewards (RLVR) using either a single math example (1-shot RLVR, denoted as $\pi_1$ or $\pi_{13}$) or small subsets like 1.2k DSR-sub. Each training example is sampled 1024 times per training step to provide sufficient gradient signal during optimization. The researchers evaluate the resulting checkpoints across multiple benchmarks, specifically ARC-Easy, ARC-Challenge, and MATH500. They conduct ablation studies to isolate the contributions of policy gradient loss versus entropy loss, and compare the effectiveness of outcome rewards versus format rewards (such as the presence of ""\boxed{}"").",ARC-Easy (ARC-E); MATH500; 1.2k DSR-sub,benchmark accuracy,"1-shot RLVR using a single math example improved base model performance on ARC, occasionally outperforming full-set RLVR.","The core contribution is the surprising discovery that Reinforcement Learning for Reasoning (RLVR) can succeed using just one training example, achieving competitive or superior performance to full-set training while revealing that post-saturation generalization persists even after extreme overfitting to the single example.","The experiments are primarily conducted on a single base model architecture (Qwen2.5-Math-1.5B) and focused largely on mathematical reasoning tasks and specific evaluation benchmarks like ARC and MATH500, leaving the generalizability to other model families and non-mathematical domains unverified.","p2, p3, p4, p5, p9","[datasets @ p.p3] Base model is Qwen2.5-Math-1.5B, evaluation tasks are ARC-Easy (ARC-E) and ARC- Challenge (ARC-C). || [datasets @ p.p4] widely used complex mathematical reasoning benchmarks are used in our paper: MATH500 [27, 29], AIME 2024 [30], AMC 2023 [31], Minerva Math [32], OlympiadBench [33], and AIME 2025 [30]. || [datasets @ p.p5] 1.2k DSR-sub Average on 6 Benchmarks || [metrics @ p.p9] “Convergence” denotes if the training accuracy saturates (e.g.",,,,,,,
36,05e933101fe8e57d25d61703a95362499dc45e9c,MCP-RADAR: A Multi-Dimensional Benchmark for Evaluating Tool Use Capabilities in Large Language Models,2025,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/05e933101fe8e57d25d61703a95362499dc45e9c.pdf,"The authors developed MCP-RADAR, a structured benchmark comprising multiple data-tool domains to systematically test LLM tool-calling behaviors. They evaluated a suite of models (including Gemini 2.5 Flash, Gemini 2.5 Pro, and others) on tasks requiring web search and multi-tool selection. The evaluation framework tests conditions with and without tool usage suggestions to observe how well models independently plan and sequence tool calls. Performance is tracked using specific automated metrics comparing final extracted answers to ground truth and recording specific tool-calling error patterns.",,Result Accuracy (RA); Websearch Accuracy (ACC),,"The introduction of MCP-RADAR as a multi-dimensional benchmark specifically engineered to evaluate complex tool use capabilities, multi-tool selection dynamics, and critical error rates in large language models across diverse operational domains.",Not stated,p6,"[metrics @ p.p6] • Result Accuracy (RA): A binary metric indicating whether the model’s final, extracted answer matches the ground truth exactly. || [metrics @ p.p6] The Websearch domain proved to be highly challenging for all models, with success rates universally below 30%.",,,,,,,
37,68ab59a4e59edc9f94a15535738d5b37b9542dee,Long-Short Chain-of-Thought Mixture Supervised Fine-Tuning Eliciting Efficient Reasoning in Large Language Models,2025,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/68ab59a4e59edc9f94a15535738d5b37b9542dee.pdf,"The authors employed direct rewriting strategies and the ThinkTwice method to obtain short CoT trajectories, combining them with long CoT reasoning datasets to construct a mixture dataset termed s1K-mix (consisting of 1,984 rows with an average text length of 17,406.11 tokens) alongside the baseline s1K-1.1 dataset (1,000 rows, average text length of 29,667.49 tokens). These datasets were used to fine-tune the Qwen2.5-32B-Instruct base model, yielding the s1-mix-32B model. They conducted ablation experiments evaluating different CoT rewriting strategies, dataset mixing strategies (only long, only short, and mixture), and three distinct thinking modes (detailed, brief, and balanced thinking). Task performance and response lengths were subsequently evaluated across the MATH500, GPQA, and AIME24 benchmarks.",s1K-1.1; s1K-mix; MATH500; GPQA; AIME24,,,The core contribution is a novel long-short chain-of-thought mixture supervised fine-tuning strategy that elicits efficient reasoning in large language models by blending distinct reasoning trajectory lengths to reduce token consumption without sacrificing performance.,Not stated,"p12, p2, p9","[datasets @ p.p9] This research utilizes the s1K-1.1 dataset and Qwen2.5 series models, both of which are pub- licly available online resources. || [datasets @ p.p12] Table 5: The statistical profile of the datasets used in this study, namely s1K-1.1 and s1K-mix. || [datasets @ p.p2] The ex- perimental results demonstrate that our s1-mix- 32B model achieves higher accuracy on MATH500, AIME24, and GPQA benchmarks (improvements of 2.2%, 6.7%, and 2%, respectively) compared to models trained solely on long-chain reasoning data, while significantly reducing average response length (by 47.61% on average). || [datasets @ p.p2] The ex- perimental results demonstrate that our s1-mix- 32B model achieves higher accuracy on MATH500, AIME24, and GPQA benchmarks (improvements of 2.2%, 6.7%, and 2%, respectively) compared to models trained solely on long-chain reasoning data, while significantly reducing average response length (by 47.61% on average).",,,,,,,
38,ddde5c4e6452a4c1cd6ba19fb585f0ac646a9e23,MultiMath: Bridging Visual and Mathematical Reasoning for Large Language Models,2024,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/ddde5c4e6452a4c1cd6ba19fb585f0ac646a9e23.pdf,"The authors collected problem sets from textbooks, exercises, and exams covering arithmetic, algebra, concepts, plane/solid geometry, function analysis, and algorithm derivation. They utilized GPT-4o for dataset annotation and verification to construct the MultiMath-300K dataset comprising 290,227 training and 8,443 validation samples. For reinforcement learning, GPT-4o identified and corrected errors using step-wise reasoning to generate preference data for training a reward model. This reward model subsequently guided reinforcement training with step-level rewards for error correction during model optimization. For evaluation, the models were inferred using a temperature of 0.2, no top_p, 1 num beam, and a maximum of 1024 new tokens, with tasks evaluated three times to obtain average accuracy scores.",MultiMath-300K; MathVista testmini set; MathVerse testmini set; Geo170K; MathV360K,accuracy,,"The introduction of MultiMath-300K, the first large-scale, bilingual (English and Chinese) multimodal math reasoning dataset covering diverse K-12 knowledge points, alongside a novel reinforcement learning framework leveraging step-level rewards for error correction to train models like MultiMath-7B.",Not stated,"p5, p2, p6","[datasets @ p.p6] This is attributed to its extensive training on Gaokao-style problems in MultiMath-300K, enhancing the model’s capability to solve high school math questions. || [datasets @ p.p6] To investi- gate this, we evaluate DeepSeekMathRL-7B on the text- only testmini set of MathVista (Table 4). || [datasets @ p.p5] Main Results Table 2 presents the evaluation results of MathVista and MathVerse on the testmini dataset, including both closed-source and open-source MLLMs. || [datasets @ p.p2] MultiMath-300K demonstrates three key strengths over existing multimodal math datasets Geo170K (Gao et al.",,,,,,,
39,e956692fb68766632c52cceb8469649bf023b7d3,Audio-Reasoner: Improving Reasoning Capability in Large Audio Language Models,2025,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/e956692fb68766632c52cceb8469649bf023b7d3.pdf,"The authors develop Audio-Reasoner, leveraging a newly constructed dataset called CoTA containing domains and tasks tailored for audio reasoning, whose data length distribution is analyzed across nine sub-datasets spanning intervals up to 1200. The model is evaluated across various tasks including closed-choice reasoning questions, chat interactions, speech-to-text translation, and emotion classification. Performance is systematically compared against baseline models such as Qwen2-Audio-Instruct across multiple standardized audio evaluation benchmarks.",MMAU-mini; AIR-Bench; CoVoST2(zh-en); MELD; CoTA dataset; CoTA,,,"The core contribution is the introduction of Audio-Reasoner and the constructed CoTA dataset, which successfully improve the reasoning capability, long-context handling, and inference scaling of large audio language models across multiple audio modalities.",Not stated,"p1, p2, p17, p23, p15","[datasets @ p.p1] Experiments show state-of-the-art perfor- mance across key benchmarks, including MMAU-mini (+25.42%), AIR-Bench chat/foundation(+14.57%/+10.13%), and MELD (+8.01%). || [datasets @ p.p17] Air-bench: Benchmarking large audio-language models via generative comprehension. || [datasets @ p.p2] CoVoST2(zh-en) [Wang et al., 2021]: Speech-to-text translation in Chinese and English. || [datasets @ p.p15] Meld: A multimodal multi-party dataset for emotion recognition in conversations.",,,,,,,
40,b4ef23c8662afc319e7fa85f76a88ac9e06750a3,Audio Flamingo 2: An Audio-Language Model with Long-Audio Understanding and Expert Reasoning Abilities,2025,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/b4ef23c8662afc319e7fa85f76a88ac9e06750a3.pdf,"The authors develop Audio Flamingo 2 using a multi-stage training framework involving 10 different training schedules where CLAP, cross-attention (XATTN), and LLM components are selectively frozen or unfrozen. They introduce the AF-CLAP training objective and evaluate its performance against various state-of-the-art CLAP models using datasets such as the LongAudio dataset (comprising 262,928 unique AQA pairs and 80k unique audios). The study investigates the impact of enhanced audio features, tests LLM backbone sizes ranging from 0.5B to 7B parameters, and utilizes a comprehensive suite of training datasets spanning multiple training stages.","LongAudio dataset containing 262,928 unique AQA pairs and 80k unique audios; Laion-CLAP 630k audio-text pairs; MMAU benchmark dataset (sound and music subsets); LongAudio",MMAU score,,"The core contribution is the development of Audio Flamingo 2, featuring the novel AF-CLAP training objective, enhanced audio features optimized for long-audio understanding, and a systematic multi-stage training schedule that unlocks expert reasoning and robust audio question-answering capabilities in LALMs.",Not stated,"p15, p5, p7","[datasets @ p.p5] We construct LongAudio, the first large-scale long audio un- derstanding dataset, which is comprised of over 80K unique audios and approximately 263K AQA pairs. || [datasets @ p.p15] “AF-CLAP 630k” refers to AF-CLAP trained using our proposed strategy but with Laion CLAP’s 630k audio-text pairs. || [datasets @ p.p7] clude MMAU (sound and music subsets), Audio Entail- ment, OpenAQA-test, MuchoMusic, CompA-R-test, Mu- sicInstruct (Long subset), MusicQA, CMM (audio-language subset) and LongAudioBench. || [datasets @ p.p7] For LongAudioBench, as cur- rent LALMs (except Gemini) do not support audio inputs of length ≥30 seconds, we adopt a two-step cascaded ap- proach.",,,,,,,
41,02b2a9a90a11ee19fd379ec7bce79d570f7dd18c,"Spatial Reasoning in Multimodal Large Language Models: A Survey of Tasks, Benchmarks and Methods",2025,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/02b2a9a90a11ee19fd379ec7bce79d570f7dd18c.pdf,"The authors conducted a systematic literature review and structural synthesis of the field of spatial reasoning in multimodal large language models. They categorized existing literature by developing a cognitive taxonomy of spatial tasks, cataloging the prevailing datasets and benchmarks, and dividing technical interventions into training-based methods and inference-based methods. Furthermore, they compiled and analyzed the evaluation metrics used across these different dimensions in recent computer vision and conference literature.",Spatial reasoning datasets and benchmarks for Multimodal Large Language Models reviewed in the survey,,,"The paper claims novelty by providing the first comprehensive, end-to-end survey specifically dedicated to spatial reasoning in MLLMs, uniting a new cognitive taxonomy of spatial tasks with a systematic review of datasets, benchmarks, evaluation metrics, and optimization methods.",Not stated,p1,"[datasets @ p.p1] Spatial Reasoning in Multimodal Large Language Models: A Survey of Tasks, Benchmarks and Methods",,,,,,,
42,5f66d1a667eec13b5d337c3fc5619bcef95092bd,Universal Self-Consistency for Large Language Model Generation,2023,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/5f66d1a667eec13b5d337c3fc5619bcef95092bd.pdf,"The paper develops Universal Self-Consistency (USC), an approach that enables consistency-based selection for free-form generation by redefining how candidate responses are evaluated and compared. The authors test USC using advanced language models, specifically gpt-3.5-turbo and PaLM 2-L, across multiple task domains including code generation benchmarks, long-context summarization benchmarks, the TruthfulQA benchmark, the BIRD-SQL benchmark, the ARCADE benchmark, and mathematical reasoning benchmarks. Experimental configurations include generating candidate pools of varying sizes (such as 8 and 16 responses), applying random shuffling of original responses to test robustness, and conducting ablation studies on different response selection criteria. Furthermore, the authors compare USC performance against standard baselines and oracle selection methods to evaluate the effectiveness of the selection criterion.",code generation benchmarks; long-context summarization benchmarks; TruthfulQA benchmark; BIRD-SQL benchmark; ARCADE benchmark; mathematical reasoning benchmarks; ARCADE; BIRD-SQL; TruthfulQA,,,"The introduction of Universal Self-Consistency (USC), a novel framework that broadens self-consistency decoding from restricted, formatted output spaces to general free-form text generation tasks.",Not stated,"p1, p11, p13, p14, p6","[datasets @ p.p1] We evaluate USC on a variety of benchmarks, including mathematical reasoning, code generation, long-context summarization, and open-ended question answering. || [datasets @ p.p14] Table 10: Comparison to the oracle selection on long-context summarization benchmarks. || [datasets @ p.p14] Table 11: Comparison to the oracle selection on TruthfulQA benchmark. || [datasets @ p.p13] Table 8: Comparison to the oracle selection on BIRD-SQL benchmark.",,,,,,,
43,febda5be883d8c21772064f353eb13c2beab7d6e,Revolutionizing Reinforcement Learning Framework for Diffusion Large Language Models,2025,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/febda5be883d8c21772064f353eb13c2beab7d6e.pdf,"The authors evaluate tuning methods using a dataset of 2,000 high-quality datapoints generated and filtered from Qwen2.5 models. They experiment with block-attention models (specifically SDAR-4B-Chat with a default block size of 4) and full-attention models (Dream-7B-Instruct), applying independent random maskings to augment data scale where necessary. The study introduces a dynamic sampling and trace-based reinforcement learning approach (TraceRL), where rollouts are initially performed with a block size of B=4 for 60 steps and then transitioned to B=8 for an additional 40 steps to adapt the model to larger block sizes. Evaluation protocols involve testing problems 20 times for AIME2024 and 3 times for other test datasets to report average accuracy.",2000 filtered datapoints generated by Qwen2.5 models; MATH500; AIME2024,,,"The paper claims a novel reinforcement learning framework (TraceRL) for diffusion large language models that leverages the model's own preferred inference traces to efficiently learn Chain-of-Thought reasoning, alongside a novel dynamic block-size adaptation technique that improves reasoning across varying attention structures.","The evaluation is restricted to specific model architectures (SDAR-4B-Chat and Dream-7B-Instruct) and relies on synthetic training data generated by Qwen2.5 models, which may constrain generalizability to other model families. The training approach for block-size adaptation is exclusively demonstrated on math tasks before being evaluated on broader tasks, leaving cross-domain transferability under-explored.","p5, p1, p11","[datasets @ p.p5] The 2000 datapoints are generated by Qwen2.5 models and filtered to retain high quality. || [datasets @ p.p11] From Table 4, we observe that TraceRL optimization accelerates dynamic sampling, achieving a 15.4% speedup on MATH500. || [datasets @ p.p1] Model MATH500 AIME2024 LCB-V2 || [metrics @ p.p5] accuracy (%) 54.4 53.4 52.6 45.1 39.6 71.3 70.4 70.0 # token forward (M) 39.2 78.4 39.2 39.2 1.1 4.5 4.5 2.2 # token trained (M) 1.1 1.1 0.6 20.0 0.6 1.1 1.1 0.6",,,,,,,
